f0(bdist histogram: move <= 16, bdist <= 2)	f0(bdist histogram: move <= 16, bdist == 3)	f0(bdist histogram: move <= 16, bdist == 4)	f0(bdist histogram: move <= 16, bdist > 4)	f0(bdist histogram: 16 < move <= 64, bdist <= 2)	f0(bdist histogram: 16 < move <= 64, bdist == 3)	f0(bdist histogram: 16 < move <= 64, bdist == 4)	f0(bdist histogram: 16 < move <= 64, bdist > 4)	f0(bdist histogram: 64 < move <= 160, bdist <= 2)	f0(bdist histogram: 64 < move <= 160, bdist == 3)	f0(bdist histogram: 64 < move <= 160, bdist == 4)	f0(bdist histogram: 64 < move <= 160, bdist > 4)	f0(bdist histogram: move > 160, bdist <= 2)	f0(bdist histogram: move > 160, bdist == 3)	f0(bdist histogram: move > 160, bdist == 4)	f0(bdist histogram: move > 160, bdist > 4)	territory	orthodox	aggressiveness	thickness	OSL name	OSL size	Image name
0.375	4.8125	2.3125	0.5	3.5625	5.625	5.1875	9.625	14.5	6.9375	5.75	20.5	12.4375	3.5625	3.875	11.1875	3.0	3.66666666667	8.66666666667	5.66666666667	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kato Masao, split 4	16.0	style_2: Kato Masao
0.4375	4.5625	2.4375	0.5625	3.875	5.8125	4.75	9.5625	11.9375	8.5625	6.75	18.125	13.0	2.875	2.6875	10.0625	3.0	3.66666666667	8.66666666667	5.66666666667	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kato Masao, split 5	16.0	style_2: Kato Masao
0.125	4.6875	2.8125	0.375	4.1875	5.8125	5.1875	8.8125	12.25	8.375	5.75	20.5	16.1875	2.8125	2.9375	13.375	3.0	3.66666666667	8.66666666667	5.66666666667	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kato Masao, split 6	16.0	style_2: Kato Masao
0.3125	5.75	1.5	0.4375	3.75	5.8125	5.625	8.8125	12.5	6.3125	6.625	20.8125	14.6875	3.25	3.75	12.5	3.0	3.66666666667	8.66666666667	5.66666666667	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kato Masao, split 7	16.0	style_2: Kato Masao
0.25	4.375	2.25	1.125	4.125	6.0	4.5625	9.3125	12.875	8.375	6.1875	19.0625	10.5625	3.125	2.625	11.0625	3.0	3.66666666667	8.66666666667	5.66666666667	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kato Masao, split 8	16.0	style_2: Kato Masao
0.25	4.4375	2.125	1.1875	4.25	6.375	4.9375	8.4375	13.375	7.0625	7.25	19.25	15.5	3.75	4.4375	14.125	3.0	3.66666666667	8.66666666667	5.66666666667	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kato Masao, split 9	16.0	style_2: Kato Masao
0.125	4.5625	2.4375	0.875	3.6875	6.6875	4.75	8.875	13.25	7.8125	6.625	20.3125	12.625	3.5625	4.625	12.75	3.0	3.66666666667	8.66666666667	5.66666666667	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kato Masao, split 10	16.0	style_2: Kato Masao
0.25	4.9375	2.0625	0.75	4.625	5.875	5.5	8.0	13.25	8.0625	5.625	19.5625	8.5	2.0	2.9375	8.125	3.0	3.66666666667	8.66666666667	5.66666666667	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kato Masao, split 11	16.0	style_2: Kato Masao
0.5	4.375	2.5	0.625	4.6875	6.125	4.6875	8.5	10.875	7.6875	6.25	21.875	17.5625	4.625	5.25	13.5625	7.25	5.25	6.0	6.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Cho U, split 0	16.0	style_2: Cho U
0.875	4.4375	2.0625	0.625	5.1875	6.9375	5.6875	6.1875	13.8125	7.625	6.9375	19.5625	11.4375	2.0625	2.625	11.875	7.25	5.25	6.0	6.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Cho U, split 1	16.0	style_2: Cho U
0.8125	4.8125	2.0	0.375	5.0625	7.75	5.625	5.5625	12.5	6.4375	7.25	21.8125	14.5	3.5625	4.1875	17.625	7.25	5.25	6.0	6.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Cho U, split 2	16.0	style_2: Cho U
0.4375	4.625	2.6875	0.25	4.1875	6.625	5.5625	7.625	15.4375	8.1875	6.1875	18.1875	16.3125	4.25	4.625	19.9375	7.25	5.25	6.0	6.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Cho U, split 3	16.0	style_2: Cho U
0.625	5.0	2.1875	0.1875	5.125	5.875	4.6875	8.3125	12.3125	6.3125	7.4375	20.9375	9.3125	3.5625	2.875	11.75	7.25	5.25	6.0	6.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Cho U, split 4	16.0	style_2: Cho U
0.0625	4.9375	2.5625	0.4375	4.625	6.1875	5.5625	7.625	12.0625	7.5	6.5	17.8125	9.9375	2.3125	2.75	13.0625	7.25	5.25	6.0	6.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Cho U, split 5	16.0	style_2: Cho U
0.3125	5.0	2.1875	0.5	5.3125	7.5625	5.0	6.125	11.0	6.8125	6.3125	21.6875	12.8125	4.3125	4.5	15.125	7.25	5.25	6.0	6.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Cho U, split 6	16.0	style_2: Cho U
0.5625	5.0	2.0625	0.375	4.6875	6.1875	4.5	8.625	10.3125	7.375	7.0	22.75	12.6875	3.9375	3.0	11.6875	7.25	5.25	6.0	6.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Cho U, split 7	16.0	style_2: Cho U
0.75	4.75	2.25	0.25	4.9375	6.25	5.3125	7.5	11.1875	7.0625	6.3125	19.875	7.125	2.0	1.875	6.4375	7.25	5.25	6.0	6.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Cho U, split 8	16.0	style_2: Cho U
0.25	4.6875	2.5	0.5625	4.625	6.125	5.5	7.75	10.5	8.0	6.25	20.875	12.4375	3.3125	3.25	15.375	7.25	5.25	6.0	6.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Cho U, split 9	16.0	style_2: Cho U
0.4375	4.9375	2.125	0.5	5.0	6.4375	4.25	8.3125	11.8125	7.3125	7.125	19.1875	14.5	3.5	3.3125	12.1875	7.25	5.25	6.0	6.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Cho U, split 10	16.0	style_2: Cho U
0.375	5.0	2.1875	0.4375	4.9375	7.5	5.375	6.1875	10.75	7.1875	7.1875	20.6875	10.5	2.4375	2.125	11.5625	7.25	5.25	6.0	6.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Cho U, split 11	16.0	style_2: Cho U
0.1875	3.9375	3.0625	0.8125	5.125	7.3125	5.3125	6.25	12.25	7.125	5.4375	18.1875	6.875	2.375	2.1875	11.25	9.0	6.25	6.75	9.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Cho Chikun, split 0	16.0	style_2: Cho Chikun
0.3125	4.8125	2.375	0.5	4.1875	8.25	4.625	6.9375	11.5	6.4375	6.125	17.875	13.0625	2.375	3.0625	8.5625	9.0	6.25	6.75	9.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Cho Chikun, split 1	16.0	style_2: Cho Chikun
0.5	4.875	2.0625	0.5625	4.9375	5.5625	6.125	7.375	11.3125	6.375	7.125	18.3125	6.6875	2.3125	2.5625	10.25	9.0	6.25	6.75	9.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Cho Chikun, split 2	16.0	style_2: Cho Chikun
0.75	4.6875	2.0	0.5625	4.9375	7.1875	4.5625	6.8125	11.3125	6.75	5.6875	17.5625	8.4375	2.4375	3.3125	8.1875	9.0	6.25	6.75	9.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Cho Chikun, split 3	16.0	style_2: Cho Chikun
0.375	4.9375	2.25	0.4375	4.8125	6.25	5.25	7.6875	11.0	7.0	6.0625	21.3125	6.875	1.875	1.875	5.4375	9.0	6.25	6.75	9.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Cho Chikun, split 4	16.0	style_2: Cho Chikun
0.375	5.125	2.125	0.375	4.0625	6.375	3.75	9.8125	10.1875	7.75	6.5625	21.5	12.0	2.9375	3.9375	8.875	9.0	6.25	6.75	9.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Cho Chikun, split 5	16.0	style_2: Cho Chikun
0.5	4.375	2.625	0.5	4.5	7.75	4.75	7.0	10.75	7.5	6.4375	20.5625	7.6875	1.625	2.875	9.75	9.0	6.25	6.75	9.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Cho Chikun, split 6	16.0	style_2: Cho Chikun
0.5	4.6875	2.75	0.0625	4.8125	6.9375	5.125	7.125	11.875	6.5	6.625	20.0625	8.75	1.875	2.1875	8.375	9.0	6.25	6.75	9.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Cho Chikun, split 7	16.0	style_2: Cho Chikun
0.5	4.1875	2.4375	0.875	4.5625	7.0	5.5625	6.875	11.25	6.6875	6.0625	20.1875	6.8125	1.6875	2.375	7.5	9.0	6.25	6.75	9.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Cho Chikun, split 8	16.0	style_2: Cho Chikun
0.5	4.5	2.6875	0.3125	5.1875	7.8125	4.0625	6.9375	10.625	6.5	6.125	18.1875	5.5	1.5	1.375	6.6875	9.0	6.25	6.75	9.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Cho Chikun, split 9	16.0	style_2: Cho Chikun
0.4375	4.625	2.5625	0.375	4.0625	8.1875	4.6875	7.0625	11.75	6.875	5.3125	22.6875	10.9375	2.6875	3.25	10.5	9.0	6.25	6.75	9.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Cho Chikun, split 10	16.0	style_2: Cho Chikun
0.5	4.3125	2.875	0.3125	5.0	7.1875	4.4375	7.375	12.9375	6.875	6.8125	18.25	13.6875	2.6875	3.5	14.8125	9.0	6.25	6.75	9.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Cho Chikun, split 11	16.0	style_2: Cho Chikun
0.4375	5.3125	2.0	0.25	5.125	6.3125	4.3125	8.25	13.1875	6.375	7.0625	20.0	12.5	2.9375	3.5625	13.375	7.0	3.75	4.0	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yoda Norimoto, split 0	16.0	style_2: Yoda Norimoto
0.625	4.75	2.5	0.125	4.5625	5.875	4.9375	8.625	11.0625	7.25	6.6875	21.1875	8.1875	2.75	2.9375	8.0	7.0	3.75	4.0	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yoda Norimoto, split 1	16.0	style_2: Yoda Norimoto
0.5625	4.375	2.5625	0.5	4.0625	5.5625	5.75	8.625	12.625	6.6875	6.625	20.5	16.4375	4.3125	4.1875	14.6875	7.0	3.75	4.0	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yoda Norimoto, split 2	16.0	style_2: Yoda Norimoto
0.6875	3.75	2.9375	0.625	5.625	6.8125	4.75	6.8125	12.6875	6.9375	6.3125	19.125	11.9375	3.75	2.4375	11.125	7.0	3.75	4.0	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yoda Norimoto, split 3	16.0	style_2: Yoda Norimoto
0.25	4.5	2.625	0.625	6.0	6.0625	4.8125	7.125	10.6875	8.125	6.375	19.4375	12.0625	2.0	2.6875	14.0625	7.0	3.75	4.0	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yoda Norimoto, split 4	16.0	style_2: Yoda Norimoto
0.25	5.375	2.0	0.375	4.875	6.5625	5.5	7.0625	13.5625	6.0625	6.4375	21.125	13.375	3.0625	4.5625	15.0625	7.0	3.75	4.0	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yoda Norimoto, split 5	16.0	style_2: Yoda Norimoto
0.4375	4.9375	2.25	0.375	4.125	6.5	4.9375	8.4375	13.8125	8.0	6.5625	19.3125	15.8125	4.0625	4.5	17.3125	7.0	3.75	4.0	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yoda Norimoto, split 6	16.0	style_2: Yoda Norimoto
0.4375	4.5	2.375	0.6875	4.9375	5.375	5.125	8.5625	14.6875	7.8125	6.0625	17.4375	11.4375	3.5	3.75	15.0	7.0	3.75	4.0	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yoda Norimoto, split 7	16.0	style_2: Yoda Norimoto
0.375	4.5625	2.4375	0.625	3.3125	6.875	4.8125	9.0	12.3125	7.0625	5.9375	19.25	8.8125	2.1875	3.1875	10.875	7.0	3.75	4.0	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yoda Norimoto, split 8	16.0	style_2: Yoda Norimoto
0.6875	4.3125	2.4375	0.5625	4.1875	6.6875	5.375	7.75	12.3125	7.9375	6.6875	20.1875	12.375	3.5	4.0	11.4375	7.0	3.75	4.0	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yoda Norimoto, split 9	16.0	style_2: Yoda Norimoto
0.5625	5.1875	1.8125	0.4375	4.6875	6.8125	4.5625	7.9375	11.4375	6.3125	7.375	17.1875	10.8125	1.8125	2.5625	8.9375	7.0	3.75	4.0	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yoda Norimoto, split 10	16.0	style_2: Yoda Norimoto
0.625	4.625	2.3125	0.4375	4.1875	6.4375	5.1875	8.1875	11.8125	7.125	5.25	21.5625	10.25	1.875	2.875	8.9375	7.0	3.75	4.0	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yoda Norimoto, split 11	16.0	style_2: Yoda Norimoto
0.5	5.0	2.3125	0.1875	5.0625	6.5	5.5	6.9375	9.875	7.6875	7.125	21.8125	10.5625	2.4375	2.4375	11.25	5.0	3.5	5.5	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Takao Shinji, split 0	16.0	style_2: Takao Shinji
0.375	4.75	2.375	0.5	4.8125	6.375	5.5625	7.25	9.375	7.25	7.4375	23.4375	16.0	4.375	4.75	12.875	5.0	3.5	5.5	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Takao Shinji, split 1	16.0	style_2: Takao Shinji
0.625	5.1875	1.625	0.5625	4.5625	6.125	5.25	8.0625	11.625	7.0625	5.375	20.375	12.9375	2.375	3.5	11.75	5.0	3.5	5.5	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Takao Shinji, split 2	16.0	style_2: Takao Shinji
0.6875	4.5625	2.3125	0.4375	4.1875	6.625	5.75	7.4375	11.8125	6.6875	6.3125	20.4375	9.375	2.1875	3.625	11.5625	5.0	3.5	5.5	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Takao Shinji, split 3	16.0	style_2: Takao Shinji
0.8125	5.25	1.8125	0.125	5.8125	6.25	6.875	5.0625	10.3125	6.75	6.9375	21.6875	16.4375	5.1875	3.9375	17.125	5.0	3.5	5.5	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Takao Shinji, split 4	16.0	style_2: Takao Shinji
0.75	5.125	1.75	0.375	4.25	6.4375	4.6875	8.625	11.1875	7.6875	6.1875	20.0625	15.4375	5.0	5.1875	15.4375	5.0	3.5	5.5	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Takao Shinji, split 5	16.0	style_2: Takao Shinji
0.1875	5.3125	2.125	0.375	4.375	5.9375	5.0625	8.625	10.3125	5.875	6.9375	22.4375	11.375	4.8125	3.1875	12.75	5.0	3.5	5.5	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Takao Shinji, split 6	16.0	style_2: Takao Shinji
0.25	4.5625	2.5	0.6875	5.125	6.375	5.5625	6.9375	10.3125	7.5	6.75	22.5625	18.1875	5.3125	5.1875	15.25	5.0	3.5	5.5	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Takao Shinji, split 7	16.0	style_2: Takao Shinji
0.5	4.9375	2.1875	0.375	4.125	6.125	5.1875	8.5625	9.5	6.625	7.875	21.125	11.25	2.5	3.0	8.625	5.0	3.5	5.5	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Takao Shinji, split 8	16.0	style_2: Takao Shinji
0.625	4.625	2.3125	0.4375	5.0	5.5	3.75	9.75	11.4375	7.375	7.4375	21.3125	13.6875	3.8125	4.125	13.625	5.0	3.5	5.5	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Takao Shinji, split 9	16.0	style_2: Takao Shinji
0.5625	4.8125	2.125	0.5	4.25	6.9375	5.3125	7.5	13.125	7.25	6.5	20.375	8.0625	2.625	2.75	11.25	5.0	3.5	5.5	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Takao Shinji, split 10	16.0	style_2: Takao Shinji
0.1875	4.5	2.75	0.5625	4.875	6.375	4.6875	8.0625	9.25	7.3125	7.1875	21.5625	11.0	2.8125	3.1875	11.6875	5.0	3.5	5.5	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Takao Shinji, split 11	16.0	style_2: Takao Shinji
0.875	5.3125	1.625	0.1875	5.375	5.8125	6.0625	6.75	9.4375	6.875	6.4375	22.625	11.6875	3.0	3.375	9.875	7.5	2.5	4.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Hane Naoki, split 0	16.0	style_2: Hane Naoki
0.5	5.0625	1.9375	0.5	5.5625	6.25	4.3125	7.875	11.125	7.1875	5.0	21.3125	8.5625	2.0	2.375	7.5	7.5	2.5	4.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Hane Naoki, split 1	16.0	style_2: Hane Naoki
0.3125	5.4375	1.875	0.375	5.5	8.0	4.5	6.0	11.625	6.3125	6.75	20.6875	13.6875	2.75	3.9375	12.5	7.5	2.5	4.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Hane Naoki, split 2	16.0	style_2: Hane Naoki
0.625	5.125	1.875	0.375	5.1875	5.8125	4.6875	8.3125	10.6875	7.25	6.875	20.5625	9.5625	3.375	1.75	8.3125	7.5	2.5	4.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Hane Naoki, split 3	16.0	style_2: Hane Naoki
1.0625	5.5	1.4375	0.0	4.1875	5.6875	5.125	8.0625	10.1875	5.375	5.75	18.8125	12.1875	3.5	3.0	10.0	7.5	2.5	4.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Hane Naoki, split 4	16.0	style_2: Hane Naoki
0.75	4.75	2.0	0.5	5.3125	8.125	5.0625	5.5	10.9375	6.9375	6.6875	22.3125	7.4375	3.0625	2.1875	10.1875	7.5	2.5	4.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Hane Naoki, split 5	16.0	style_2: Hane Naoki
0.5625	5.0625	1.875	0.5	4.4375	7.5625	5.75	6.25	11.3125	5.5625	5.75	22.75	12.375	3.875	3.75	12.8125	7.5	2.5	4.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Hane Naoki, split 6	16.0	style_2: Hane Naoki
0.5	5.1875	1.875	0.4375	5.4375	5.875	4.875	7.8125	13.0	7.875	6.3125	20.625	10.0625	2.0625	2.6875	9.9375	7.5	2.5	4.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Hane Naoki, split 7	16.0	style_2: Hane Naoki
0.3125	5.0	1.9375	0.75	5.125	6.5625	4.5625	7.75	12.5	6.6875	5.8125	18.25	8.625	2.375	2.25	10.1875	7.5	2.5	4.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Hane Naoki, split 8	16.0	style_2: Hane Naoki
0.75	5.25	1.75	0.25	4.75	6.5	3.9375	8.8125	12.3125	7.0	6.6875	19.875	10.0625	2.3125	3.0	8.4375	7.5	2.5	4.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Hane Naoki, split 9	16.0	style_2: Hane Naoki
0.9375	5.1875	1.625	0.25	5.0	6.375	4.6875	7.9375	10.9375	7.0	6.0	18.9375	13.375	1.875	2.625	9.9375	7.5	2.5	4.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Hane Naoki, split 10	16.0	style_2: Hane Naoki
0.5	5.125	2.0625	0.3125	5.1875	6.625	5.6875	6.5	11.5625	6.8125	6.5625	19.75	8.375	2.0625	2.4375	11.0	7.5	2.5	4.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Hane Naoki, split 11	16.0	style_2: Hane Naoki
