f0(capture histogram: move <= 40, captured)	f0(capture histogram: move <= 40, lost)	f0(capture histogram: move <= 40, difference)	f0(capture histogram: 40 < move <= 160, captured)	f0(capture histogram: 40 < move <= 160, lost)	f0(capture histogram: 40 < move <= 160, difference)	f0(capture histogram: move > 160, captured)	f0(capture histogram: move > 160, lost)	f0(capture histogram: move > 160, difference)	territory	orthodox	aggressiveness	thickness	OSL name	OSL size	Image name
0.0625	0.0	0.0625	3.0625	2.625	0.4375	2.0625	3.125	-1.0625	5.0	3.5	5.5	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Takao Shinji, split 10	16.0	style_2: Takao Shinji
0.1875	0.0625	0.125	2.625	2.9375	-0.3125	3.9375	5.0	-1.0625	5.0	3.5	5.5	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Takao Shinji, split 11	16.0	style_2: Takao Shinji
0.1875	0.0	0.1875	3.1875	2.375	0.8125	4.875	4.5625	0.3125	7.5	2.5	4.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Hane Naoki, split 0	16.0	style_2: Hane Naoki
0.0625	0.125	-0.0625	3.1875	2.4375	0.75	4.0625	4.75	-0.6875	7.5	2.5	4.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Hane Naoki, split 1	16.0	style_2: Hane Naoki
0.125	0.3125	-0.1875	4.5625	3.1875	1.375	5.8125	5.0	0.8125	7.5	2.5	4.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Hane Naoki, split 2	16.0	style_2: Hane Naoki
0.125	0.3125	-0.1875	2.25	3.8125	-1.5625	3.375	3.4375	-0.0625	7.5	2.5	4.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Hane Naoki, split 3	16.0	style_2: Hane Naoki
0.0625	0.0	0.0625	3.0625	2.1875	0.875	3.8125	2.25	1.5625	7.5	2.5	4.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Hane Naoki, split 4	16.0	style_2: Hane Naoki
0.3125	0.3125	0.0	3.3125	2.6875	0.625	3.0625	2.5	0.5625	7.5	2.5	4.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Hane Naoki, split 5	16.0	style_2: Hane Naoki
0.0625	0.125	-0.0625	3.0625	2.75	0.3125	4.125	2.5	1.625	7.5	2.5	4.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Hane Naoki, split 6	16.0	style_2: Hane Naoki
0.0	0.125	-0.125	4.0	2.875	1.125	1.9375	1.5	0.4375	7.5	2.5	4.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Hane Naoki, split 7	16.0	style_2: Hane Naoki
0.3125	0.25	0.0625	3.4375	2.3125	1.125	3.0625	2.5625	0.5	7.5	2.5	4.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Hane Naoki, split 8	16.0	style_2: Hane Naoki
0.125	0.125	0.0	2.6875	1.9375	0.75	3.125	3.375	-0.25	7.5	2.5	4.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Hane Naoki, split 9	16.0	style_2: Hane Naoki
0.0625	0.0	0.0625	3.125	4.125	-1.0	4.375	3.875	0.5	7.5	2.5	4.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Hane Naoki, split 10	16.0	style_2: Hane Naoki
0.0625	0.0	0.0625	3.25	3.125	0.125	2.5625	2.9375	-0.375	7.5	2.5	4.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Hane Naoki, split 11	16.0	style_2: Hane Naoki
